|name         |surname   |date_of_birth|
|Quarto       |Giordano  |1975-02-04   |
|Flavio       |D'amico   |1975-01-28   |
|Rita         |Silvestri |1975-01-28   |
|Gastone      |Lombardo  |1975-01-26   |
|Loredana     |Pagano    |1975-01-26   |
|Celeste      |Sala      |1975-01-21   |
|Soriana      |Lombardi  |1975-01-21   |
|Yago         |Morelli   |1975-01-21   |
|Flavio       |Coppola   |1975-01-21   |
|Alessio      |Lombardo  |1975-01-14   |
|Grazia       |Negri     |1975-01-11   |
|Cassiopea    |Ferri     |1975-01-10   |
|Dindo        |Caruso    |1975-01-10   |
|Cristyn      |Ferretti  |1975-01-04   |
|Eusebio      |Martini   |1974-12-29   |
|Lia          |Bernardi  |1974-12-24   |
|Germano      |Mancini   |1974-12-24   |
|Thea         |Ferretti  |1974-12-20   |
|Selvaggia    |D'amico   |1974-12-19   |
|Shaira       |Guerra    |1974-12-15   |
|Lidia        |Lombardi  |1974-12-14   |
|Felicia      |Rizzi     |1974-12-14   |
|Marianita    |Vitali    |1974-12-14   |
|Egisto       |Donati    |1974-12-13   |
|Quirino      |Pellegrino|1974-12-12   |
|Damiana      |Cattaneo  |1974-12-12   |
|Rosalino     |Romano    |1974-12-09   |
|Bibiana      |D'angelo  |1974-12-03   |
|Manuele      |Rossetti  |1974-12-03   |
|Ursula       |Montanari |1974-11-28   |
|Amedeo       |Esposito  |1974-11-25   |
|Joseph       |De Angelis|1974-11-24   |
|Gavino       |Russo     |1974-11-20   |
|Ortensia     |Giuliani  |1974-11-20   |
|Modesto      |Messina   |1974-11-15   |
|Genziana     |Parisi    |1974-11-13   |
|Luna         |Conti     |1974-11-09   |
|Assia        |Romano    |1974-11-09   |
|Moreno       |Vitale    |1974-11-07   |
|Ilario       |Ferraro   |1974-11-05   |
|Albino       |Sanna     |1974-10-31   |
|Benedetta    |Ferrari   |1974-10-30   |
|Cleopatra    |D'angelo  |1974-10-27   |
|Quirino      |Coppola   |1974-10-26   |
|Timothy      |Vitali    |1974-10-25   |
|Davide       |Marino    |1974-10-23   |
|Quarto       |Testa     |1974-10-23   |
|Cleopatra    |De Angelis|1974-10-23   |
|Monia        |Villa     |1974-10-23   |
|Rita         |Colombo   |1974-10-22   |
|Alessandro   |Monti     |1974-10-22   |
|Mietta       |Ferraro   |1974-10-21   |
|Nick         |Costantini|1974-10-20   |
|Luce         |Riva      |1974-10-15   |
|Baldassarre  |Ferrara   |1974-10-14   |
|Violante     |Parisi    |1974-10-03   |
|Baldassarre  |Testa     |1974-10-01   |
|Isabel       |Caruso    |1974-10-01   |
|Marzio       |Rizzo     |1974-09-28   |
|Maika        |Bianco    |1974-09-19   |
|Ninfa        |Bruno     |1974-09-19   |
|Neri         |Amato     |1974-09-18   |
|Dimitri      |D'amico   |1974-09-16   |
|Timothy      |Vitali    |1974-09-15   |
|Celeste      |Fabbri    |1974-09-14   |
|Baldassarre  |Cattaneo  |1974-09-12   |
|Joshua       |Marchetti |1974-09-10   |
|Gastone      |Cattaneo  |1974-09-09   |
|Giacinto     |Conte     |1974-09-02   |
|Pietro       |Marchetti |1974-08-17   |
|Kristel      |Fiore     |1974-08-16   |
|Artes        |Sorrentino|1974-08-08   |
|Loredana     |Greco     |1974-08-02   |
|Silvano      |Colombo   |1974-07-26   |
|Mattia       |Bernardi  |1974-07-25   |
|Fiorenzo     |Amato     |1974-07-22   |
|Pericle      |Ferrari   |1974-07-18   |
|Giuliano     |Martini   |1974-07-16   |
|Guendalina   |Lombardo  |1974-07-15   |
|Jarno        |Fabbri    |1974-07-10   |
|Leone        |Giuliani  |1974-07-07   |
|Cosetta      |Moretti   |1974-07-05   |
|Ursula       |Mariani   |1974-07-05   |
|Lisa         |D'amico   |1974-07-03   |
|Patrizio     |Ricci     |1974-07-03   |
|Radames      |Sanna     |1974-06-30   |
|Ivonne       |Marini    |1974-06-29   |
|Diamante     |Gentile   |1974-06-28   |
|Armando      |Bruno     |1974-06-23   |
|Yago         |Ferraro   |1974-06-14   |
|Artemide     |Palumbo   |1974-06-09   |
|Vitalba      |Sala      |1974-06-05   |
|Baldassarre  |Villa     |1974-06-01   |
|Noah         |Rizzo     |1974-06-01   |
|Cira         |De Santis |1974-05-25   |
|Giacobbe     |Parisi    |1974-05-22   |
|Cesidia      |Parisi    |1974-05-19   |
|Audenico     |Conti     |1974-05-16   |
|Nicoletta    |Morelli   |1974-05-15   |
|Eustachio    |Silvestri |1974-05-14   |
|Piersilvio   |Donati    |1974-05-13   |
|Rosalba      |Conte     |1974-05-12   |
|Lamberto     |De Santis |1974-05-12   |
|Cira         |Colombo   |1974-05-08   |
|Brigitta     |Donati    |1974-05-06   |
|Miriam       |De rosa   |1974-05-05   |
|Vera         |Caputo    |1974-04-30   |
|Filomena     |D'angelo  |1974-04-26   |
|Gastone      |Vitale    |1974-04-24   |
|Sue ellen    |Donati    |1974-04-24   |
|Danuta       |Ruggiero  |1974-04-19   |
|Hector       |Caputo    |1974-04-19   |
|Kayla        |Bernardi  |1974-04-18   |
|Carlo        |Ricci     |1974-04-16   |
|Orfeo        |Barone    |1974-04-14   |
|Evita        |Palumbo   |1974-04-12   |
|Lucrezia     |Sartori   |1974-04-09   |
|Timothy      |Damico    |1974-04-08   |
|Modesto      |Coppola   |1974-04-05   |
|Hector       |Ricci     |1974-04-02   |
|Cira         |Moretti   |1974-03-30   |
|Ursula       |Gallo     |1974-03-25   |
|Erminio      |Costa     |1974-03-21   |
|Davide       |De Santis |1974-03-17   |
|Vienna       |Ferrari   |1974-03-14   |
|Brigitta     |Cattaneo  |1974-03-07   |
|Rita         |Conti     |1974-03-05   |
|Sabino       |Bruno     |1974-03-03   |
|Kris         |Ferretti  |1974-03-02   |
|Concetta     |D'angelo  |1974-02-28   |
|Rita         |Moretti   |1974-02-27   |
|Alberto      |Palumbo   |1974-02-26   |
|Guendalina   |Greco     |1974-02-25   |
|Gregorio     |Rizzo     |1974-02-24   |
|Max          |Bernardi  |1974-02-23   |
|Elda         |Greco     |1974-02-19   |
|Vitalba      |Carbone   |1974-02-17   |
|Giovanna     |Mazza     |1974-02-12   |
|Damiana      |Fabbri    |1974-02-08   |
|Giorgio      |Montanari |1974-02-07   |
|Fatima       |Riva      |1974-02-02   |
|Joseph       |Barbieri  |1974-02-01   |
|Mariagiulia  |Silvestri |1974-01-31   |
|Rosaria      |Fontana   |1974-01-26   |
|Luce         |Villa     |1974-01-23   |
|Demis        |Sala      |1974-01-21   |
|Alighieri    |Piras     |1974-01-19   |
|Emilia       |Rinaldi   |1974-01-16   |
|Cassiopea    |Carbone   |1974-01-15   |
|Sue ellen    |Longo     |1974-01-14   |
|Piccarda     |Sala      |1974-01-10   |
|Enrico       |Conti     |1974-01-07   |
|Cira         |Mancini   |1974-01-06   |
|Manfredi     |Basile    |1974-01-03   |
|Costantino   |Orlando   |1974-01-03   |
|Gilda        |D'angelo  |1974-01-03   |
|Serse        |Monti     |1974-01-01   |
|Damiano      |Galli     |1973-12-30   |
|Vera         |D'angelo  |1973-12-29   |
|Deborah      |Gentile   |1973-12-27   |
|Nicoletta    |Carbone   |1973-12-22   |
|Gelsomina    |Pellegrini|1973-12-18   |
|Sibilla      |Lombardo  |1973-12-12   |
|Sibilla      |Greco     |1973-12-08   |
|Emilia       |D'angelo  |1973-12-07   |
|Cira         |Vitale    |1973-12-04   |
|Mattia       |Vitale    |1973-12-03   |
|Edvige       |Gallo     |1973-12-03   |
|Luce         |Martinelli|1973-11-29   |
|Vitalba      |Rizzo     |1973-11-29   |
|Ethan        |Bruno     |1973-11-26   |
|Elda         |Carbone   |1973-11-26   |
|Rosaria      |Moretti   |1973-11-25   |
|Ercole       |Pellegrini|1973-11-23   |
|Cesidia      |Lombardo  |1973-11-19   |
|Folco        |Sartori   |1973-11-18   |
|Edilio       |Benedetti |1973-11-16   |
|Gianmarco    |Morelli   |1973-11-14   |
|Cosetta      |Moretti   |1973-11-12   |
|Jole         |Negri     |1973-11-10   |
|Noel         |De Santis |1973-11-06   |
|Violante     |Galli     |1973-11-05   |
|Giovanna     |Pagano    |1973-11-01   |
|Demi         |Galli     |1973-10-31   |
|Selvaggia    |De luca   |1973-10-28   |
|Assia        |Palmieri  |1973-10-27   |
|Diamante     |Rizzi     |1973-10-23   |
|Noel         |Bianco    |1973-10-23   |
|Fatima       |Barone    |1973-10-17   |
|Lia          |Fabbri    |1973-10-16   |
|Sarita       |Rizzo     |1973-10-16   |
|Luce         |Villa     |1973-10-16   |
|Lamberto     |Morelli   |1973-10-13   |
|Timoteo      |Sartori   |1973-10-08   |
|Samuel       |Amato     |1973-10-07   |
|Primo        |Ruggiero  |1973-10-03   |
|Mariagiulia  |Martini   |1973-10-02   |
|Ileana       |Neri      |1973-10-02   |
|Eufemia      |Sartori   |1973-10-02   |
|Evangelista  |Fontana   |1973-10-01   |
|Laura        |Donati    |1973-09-26   |
|Sasha        |Vitali    |1973-09-24   |
|Bibiana      |Marchetti |1973-09-23   |
|Vitalba      |Palumbo   |1973-09-22   |
|Mariagiulia  |Coppola   |1973-09-19   |
|Osvaldo      |Conte     |1973-09-18   |
|Rosita       |Coppola   |1973-09-17   |
|Giulietta    |Vitali    |1973-09-16   |
|Morgana      |De rosa   |1973-09-16   |
|Isabel       |Ferri     |1973-09-16   |
|Bibiana      |Mazza     |1973-09-15   |
|Artemide     |Mariani   |1973-09-11   |
|Pablo        |Silvestri |1973-09-11   |
|Jole         |Guerra    |1973-09-05   |
|Pierfrancesco|Russo     |1973-09-05   |
|Joshua       |Mancini   |1973-08-31   |
|Miriam       |Grasso    |1973-08-31   |
|Rosalba      |Farina    |1973-08-31   |
|Oreste       |Pellegrino|1973-08-29   |
|Mirco        |Lombardi  |1973-08-28   |
|Ivonne       |Serra     |1973-08-21   |
|Filomena     |Caruso    |1973-08-18   |
|Lidia        |Palumbo   |1973-08-17   |
|Rosolino     |Sanna     |1973-08-16   |
|Pericle      |Donati    |1973-08-15   |
|Michele      |Sanna     |1973-08-12   |
|Luce         |Bianchi   |1973-08-11   |
|Emilia       |Fontana   |1973-08-11   |
|Marco        |Neri      |1973-08-09   |
|Rufo         |Montanari |1973-08-08   |
|Maika        |Parisi    |1973-07-31   |
|Noemi        |Sala      |1973-07-30   |
|Nicoletta    |Bellini   |1973-07-26   |
|Furio        |Bianchi   |1973-07-24   |
|Joseph       |Messina   |1973-07-18   |
|Marina       |Sorrentino|1973-07-18   |
|Erminia      |Bruno     |1973-07-13   |
|Italo        |Ferraro   |1973-07-05   |
|Jelena       |Fabbri    |1973-07-02   |
|Gabriele     |Coppola   |1973-07-01   |
|Maruska      |Colombo   |1973-07-01   |
|Maristella   |De rosa   |1973-07-01   |
|Vitalba      |Costa     |1973-06-30   |
|Giordano     |Rinaldi   |1973-06-26   |
|Giulietta    |Giuliani  |1973-06-23   |
|Damiana      |Parisi    |1973-06-20   |
|Irene        |Sala      |1973-06-19   |
|Deborah      |De Santis |1973-06-16   |
|Rita         |Galli     |1973-06-13   |
|Radames      |Gentile   |1973-06-12   |
|Enrica       |Fiore     |1973-06-10   |
|Clodovea     |De luca   |1973-06-07   |
|Mercedes     |Longo     |1973-06-06   |
|Violante     |Farina    |1973-06-06   |
|Amerigo      |Marchetti |1973-06-04   |
|Samuel       |Marino    |1973-06-02   |
|Egisto       |Piras     |1973-05-31   |
|Mirko        |Moretti   |1973-05-30   |
|Cesidia      |Fiore     |1973-05-27   |
|Rosita       |Bianchi   |1973-05-24   |
|Armando      |Orlando   |1973-05-23   |
|Mattia       |Conte     |1973-05-23   |
|Ludovico     |Grasso    |1973-05-16   |
|Rosolino     |Neri      |1973-05-06   |
|Jole         |Ferrari   |1973-05-04   |
|Filomena     |Gallo     |1973-05-04   |
|Costantino   |Coppola   |1973-05-01   |
|Filomena     |Valentini |1973-04-26   |
|Loris        |Galli     |1973-04-22   |
|Monia        |Basile    |1973-04-20   |
|Emanuel      |Moretti   |1973-04-15   |
|Rebecca      |Giordano  |1973-04-14   |
|Tommaso      |Testa     |1973-04-10   |
|Rocco        |Serra     |1973-04-09   |
|Damiano      |Moretti   |1973-04-08   |
|Rodolfo      |Grasso    |1973-04-05   |
|Piersilvio   |Vitale    |1973-04-04   |
|Nunzia       |Conte     |1973-04-02   |
|Walter       |Giordano  |1973-03-31   |
|Noel         |Parisi    |1973-03-28   |
|Ausonio      |Palmieri  |1973-03-25   |
|Artemide     |Mariani   |1973-03-22   |
|Samira       |Damico    |1973-03-18   |
|Ione         |Costantini|1973-03-18   |
|Clodovea     |Grasso    |1973-03-16   |
|Carlo        |Vitale    |1973-03-16   |
|Michael      |Palumbo   |1973-03-14   |
|Giulio       |De rosa   |1973-03-13   |
|Giacobbe     |Caputo    |1973-03-11   |
|Vera         |Conte     |1973-03-05   |
|Italo        |Sartori   |1973-03-03   |
|Neri         |Testa     |1973-03-03   |
|Mariagiulia  |Sanna     |1973-03-02   |
|Emidio       |Vitale    |1973-02-26   |
|Gerlando     |Mariani   |1973-02-22   |
|Carmelo      |Ferretti  |1973-02-18   |
|Mirco        |Bruno     |1973-02-04   |
|Antimo       |D'amico   |1973-02-02   |
|Antonino     |Montanari |1973-01-31   |
|Giobbe       |Battaglia |1973-01-30   |
|Gianantonio  |Serra     |1973-01-30   |
|Diana        |Coppola   |1973-01-29   |
|Bettino      |Gallo     |1973-01-26   |
|Elga         |Orlando   |1973-01-25   |
|Ursula       |Conti     |1973-01-24   |
|Gabriele     |Vitale    |1973-01-22   |
|Akira        |Ferraro   |1973-01-21   |
|Rosita       |Barbieri  |1973-01-20   |
|Ulrico       |Orlando   |1973-01-19   |
|Ruth         |Giuliani  |1973-01-18   |
|Piccarda     |Rossi     |1973-01-15   |
|Noah         |Ferrari   |1973-01-13   |
|Maika        |Lombardi  |1973-01-08   |
|Ursula       |Caruso    |1973-01-06   |
|Piererminio  |Farina    |1973-01-01   |
|Olimpia      |Sala      |1972-12-30   |
|Ivonne       |Ferrara   |1972-12-29   |
|Ermes        |Lombardo  |1972-12-25   |
|Jack         |Donati    |1972-12-25   |
|Zelida       |Bianco    |1972-12-24   |
|Vinicio      |Messina   |1972-12-21   |
|Marzio       |Damico    |1972-12-20   |
|Elga         |Ferrara   |1972-12-16   |
|Omar         |Bianchi   |1972-12-12   |
|Clodovea     |De luca   |1972-12-10   |
|Joannes      |D'angelo  |1972-12-03   |
|Gelsomina    |Mariani   |1972-12-02   |
|Vania        |Bianco    |1972-12-02   |
|Gianleonardo |Morelli   |1972-12-01   |
|Neri         |Costantini|1972-11-29   |
|Akira        |Ferri     |1972-11-28   |
|Noah         |Piras     |1972-11-27   |
|Luna         |Costa     |1972-11-27   |
|Giacobbe     |Ferrari   |1972-11-26   |
|Ciro         |Amato     |1972-11-25   |
|Timothy      |Vitale    |1972-11-25   |
|Clea         |Battaglia |1972-11-23   |
|Luce         |Sala      |1972-11-23   |
|Marina       |Moretti   |1972-11-19   |
|Artemide     |Montanari |1972-11-16   |
|Donatella    |Grasso    |1972-11-16   |
|Nabil        |Pellegrino|1972-11-15   |
|Damiano      |Farina    |1972-11-14   |
|Piccarda     |Negri     |1972-11-13   |
|Clodovea     |Orlando   |1972-11-12   |
|Maria        |D'angelo  |1972-11-11   |
|Eufemia      |Farina    |1972-11-10   |
|Sue ellen    |Pellegrino|1972-11-09   |
|Egidio       |Grassi    |1972-11-08   |
|Carlo        |Gentile   |1972-11-05   |
|Edilio       |Gallo     |1972-10-31   |
|Laura        |Martino   |1972-10-26   |
|Lisa         |Bruno     |1972-10-23   |
|Mariagiulia  |Carbone   |1972-10-21   |
|Prisca       |Costa     |1972-10-18   |
|Ursula       |Ricci     |1972-10-16   |
|Tazio        |Guerra    |1972-10-14   |
|Ettore       |Guerra    |1972-10-14   |
|Vinicio      |Grassi    |1972-10-09   |
|Joseph       |Negri     |1972-10-07   |
|Tristano     |Pellegrino|1972-10-06   |
|Lorenzo      |Russo     |1972-09-30   |
|Selvaggia    |Moretti   |1972-09-30   |
|Gabriele     |Pellegrini|1972-09-30   |
|Giacinto     |Sorrentino|1972-09-27   |
|Muzio        |Donati    |1972-09-26   |
|Leonardo     |Coppola   |1972-09-25   |
|Graziano     |De Santis |1972-09-18   |
|Modesto      |Colombo   |1972-09-12   |
|Laura        |Farina    |1972-09-08   |
|Bortolo      |Rizzi     |1972-09-07   |
|Albino       |Barbieri  |1972-09-05   |
|Kociss       |Orlando   |1972-09-04   |
|Alessandro   |Vitale    |1972-09-04   |
|Mariagiulia  |Martinelli|1972-09-02   |
|Secondo      |Donati    |1972-09-01   |
|Antonio      |D'angelo  |1972-08-31   |
|Celeste      |Conte     |1972-08-28   |
|Maika        |Montanari |1972-08-25   |
|Ubaldo       |Villa     |1972-08-24   |
|Rita         |Colombo   |1972-08-23   |
|Vera         |Palumbo   |1972-08-20   |
|Lia          |De luca   |1972-08-12   |
|Romeo        |Gallo     |1972-08-06   |
|Sue ellen    |Vitale    |1972-08-05   |
|Irene        |Rinaldi   |1972-08-04   |
|Marco        |Martini   |1972-07-31   |
|Piccarda     |Colombo   |1972-07-28   |
|Nick         |Martino   |1972-07-27   |
|Jelena       |Sartori   |1972-07-25   |
|Selvaggia    |Longo     |1972-07-23   |
|Danthon      |Rossetti  |1972-07-22   |
|Emidio       |Rossi     |1972-07-21   |
|Joshua       |Martinelli|1972-07-20   |
|Ursula       |Valentini |1972-07-19   |
|Lidia        |Valentini |1972-07-17   |
|Ileana       |Fabbri    |1972-07-05   |
|Doriana      |Gallo     |1972-06-30   |
|Fatima       |Serra     |1972-06-28   |
|Clodovea     |Vitali    |1972-06-24   |
|Baldassarre  |Conti     |1972-06-21   |
|Ludovico     |Monti     |1972-06-20   |
|Vienna       |Grasso    |1972-06-14   |
|Enrico       |Marino    |1972-06-12   |
|Abramo       |Fabbri    |1972-06-10   |
|Vera         |Rinaldi   |1972-06-07   |
|Neri         |Colombo   |1972-06-06   |
|Baldassarre  |Sanna     |1972-05-31   |
|Assia        |Conti     |1972-05-30   |
|Irene        |Testa     |1972-05-29   |
|Marvin       |Basile    |1972-05-28   |
|Ruth         |Bruno     |1972-05-25   |
|Giacinto     |Bruno     |1972-05-24   |
|Genziana     |Longo     |1972-05-24   |
|Kristel      |Donati    |1972-05-22   |
|Maggiore     |Milani    |1972-05-21   |
|Primo        |Battaglia |1972-05-19   |
|Elga         |Gallo     |1972-05-18   |
|Celeste      |De rosa   |1972-05-17   |
|Sabino       |Carbone   |1972-05-14   |
|Danuta       |Pellegrino|1972-05-11   |
|Miriana      |Marino    |1972-05-06   |
|Timoteo      |Rizzo     |1972-05-05   |
|Nick         |Donati    |1972-05-05   |
|Sasha        |Grassi    |1972-05-03   |
|Danny        |Conte     |1972-04-25   |
|Rita         |Costa     |1972-04-24   |
|Egisto       |Bernardi  |1972-04-21   |
|Alessio      |Gallo     |1972-04-19   |
|Ludovico     |Orlando   |1972-04-19   |
|Assia        |Rossi     |1972-04-17   |
|Olimpia      |Barbieri  |1972-04-10   |
|Matteo       |Greco     |1972-04-10   |
|Neri         |Pellegrino|1972-04-09   |
|Kris         |Martinelli|1972-04-07   |
|Graziano     |Lombardo  |1972-04-05   |
|Mariapia     |Damico    |1972-04-03   |
|Nathan       |Esposito  |1972-04-02   |
|Alessio      |Giuliani  |1972-03-31   |
|Ubaldo       |Riva      |1972-03-30   |
|Maruska      |Grasso    |1972-03-25   |
|Nicoletta    |Barone    |1972-03-24   |
|Elio         |Ferretti  |1972-03-24   |
|Evangelista  |Sorrentino|1972-03-23   |
|Luce         |Caputo    |1972-03-23   |
|Bernardo     |Guerra    |1972-03-20   |
|Ippolito     |Valentini |1972-03-05   |
|Soriana      |Mazza     |1972-03-04   |
|Leonardo     |Farina    |1972-03-03   |
|Mauro        |Donati    |1972-03-01   |
|Odone        |Donati    |1972-03-01   |
|Michael      |De luca   |1972-02-29   |
|Siro         |Rossi     |1972-02-29   |
|Sirio        |Giordano  |1972-02-25   |
|Umberto      |Barbieri  |1972-02-24   |
|Ivonne       |Rossi     |1972-02-22   |
|Concetta     |Romano    |1972-02-12   |
|Giovanna     |Sala      |1972-02-11   |
|Ursula       |Benedetti |1972-02-11   |
|Radames      |Rizzi     |1972-02-10   |
|Tazio        |Barone    |1972-02-07   |
|Penelope     |De Angelis|1972-02-03   |
|Rebecca      |Grassi    |1972-01-31   |
|Odone        |Barone    |1972-01-28   |
|Donatella    |Caruso    |1972-01-27   |
|Patrizio     |Conti     |1972-01-24   |
|Rosolino     |Colombo   |1972-01-22   |
|Tristano     |Vitale    |1972-01-21   |
|Lucrezia     |Marini    |1972-01-20   |
|Giulietta    |Mariani   |1972-01-19   |
|Doriana      |De Angelis|1972-01-17   |
|Nunzia       |Valentini |1972-01-14   |
|Marvin       |Bianchi   |1972-01-13   |
|Ursula       |Ferraro   |1972-01-10   |
|Nico         |Sala      |1972-01-10   |
|Artemide     |Grassi    |1972-01-05   |
|Arturo       |De Santis |1972-01-04   |
|Matilde      |Riva      |1971-12-27   |
|Rosita       |Rossi     |1971-12-21   |
|Pablo        |Rossi     |1971-12-20   |
|Odino        |Fiore     |1971-12-17   |
|Helga        |De Santis |1971-12-15   |
|Nayade       |Ferraro   |1971-12-15   |
|Oreste       |Barbieri  |1971-12-14   |
|Demi         |Pellegrini|1971-12-09   |
|Aroldo       |Fontana   |1971-12-07   |
|Pietro       |Giuliani  |1971-12-05   |
|Benedetta    |Barbieri  |1971-12-03   |
|Gianmarco    |Rinaldi   |1971-11-26   |
|Mattia       |Conti     |1971-11-26   |
|Michele      |Morelli   |1971-11-25   |
|Assia        |Fiore     |1971-11-20   |
|Erminio      |Fiore     |1971-11-18   |
|Rosita       |Esposito  |1971-11-18   |
|Renzo        |Mazza     |1971-11-18   |
|Kai          |Grasso    |1971-11-16   |
|Maika        |Fontana   |1971-11-14   |
|Baldassarre  |Rinaldi   |1971-11-13   |
|Timoteo      |Conte     |1971-11-10   |
|Mariagiulia  |Longo     |1971-11-09   |
|Olo          |Montanari |1971-11-09   |
|Sesto        |De Angelis|1971-11-08   |
|Damiana      |Ferraro   |1971-11-04   |
|Zelida       |Battaglia |1971-11-02   |
|Nico         |De Santis |1971-10-31   |
|Grazia       |Martino   |1971-10-30   |
|Vania        |Sorrentino|1971-10-29   |
|Timoteo      |Fontana   |1971-10-28   |
|Zelida       |Parisi    |1971-10-27   |
|Mercedes     |Ferrari   |1971-10-24   |
|Iacopo       |Serra     |1971-10-24   |
|Nayade       |Costantini|1971-10-23   |
|Kayla        |Fabbri    |1971-10-20   |
|Lia          |Pellegrini|1971-10-20   |
|Lisa         |Parisi    |1971-10-17   |
|Vera         |Rossetti  |1971-10-13   |
|Cirino       |Bruno     |1971-10-09   |
|Alessio      |Costantini|1971-10-07   |
|Dylan        |Benedetti |1971-10-07   |
|Sebastian    |Piras     |1971-10-06   |
|Giobbe       |De Angelis|1971-10-02   |
|Celeste      |Costa     |1971-09-30   |
|Artemide     |Conti     |1971-09-28   |
|Carmela      |Costantini|1971-09-26   |
|Dante        |Caputo    |1971-09-23   |
|Elga         |Bianco    |1971-09-23   |
|Kai          |D'amico   |1971-09-22   |
|Amedeo       |Russo     |1971-09-17   |
|Antonio      |Ferrara   |1971-09-08   |
|Vitalba      |Farina    |1971-09-07   |
|Eriberto     |Ferrara   |1971-09-04   |
|Erminia      |Gallo     |1971-09-03   |
|Guendalina   |Serra     |1971-08-31   |
|Elga         |Longo     |1971-08-28   |
|Lamberto     |Basile    |1971-08-26   |
|Orfeo        |Sartori   |1971-08-25   |
|Kristel      |Riva      |1971-08-25   |
|Siro         |Bruno     |1971-08-23   |
|Rosalba      |Barone    |1971-08-22   |
|Leone        |De Angelis|1971-08-22   |
|Maristella   |Costantini|1971-08-15   |
|Gilda        |De Angelis|1971-08-13   |
|Maria        |Vitale    |1971-08-11   |
|Marcella     |Sartori   |1971-08-09   |
|Isabel       |Pagano    |1971-08-08   |
|Ulrico       |Fontana   |1971-08-07   |
|Lia          |Giordano  |1971-08-07   |
|Alessio      |Lombardo  |1971-08-05   |
|Rosalino     |Rizzo     |1971-08-05   |
|Ethan        |De luca   |1971-07-27   |
|Trevis       |Bernardi  |1971-07-26   |
|Mercedes     |D'angelo  |1971-07-25   |
|Egisto       |Cattaneo  |1971-07-24   |
|Helga        |Martinelli|1971-07-23   |
|Cosetta      |Giuliani  |1971-07-21   |
|Arduino      |Fabbri    |1971-07-15   |
|Luce         |Rinaldi   |1971-07-15   |
|Tommaso      |Longo     |1971-07-12   |
|Ninfa        |Vitali    |1971-07-08   |
|Gianleonardo |Bianco    |1971-07-07   |
|Demi         |Grassi    |1971-07-03   |
|Tancredi     |Rizzo     |1971-07-01   |
|Tosca        |Martini   |1971-06-30   |
|Sarita       |Basile    |1971-06-29   |
|Concetta     |Rizzo     |1971-06-29   |
|Kai          |Giordano  |1971-06-28   |
|Sue ellen    |Costantini|1971-06-26   |
|Shaira       |Rossi     |1971-06-25   |
|Rita         |De Angelis|1971-06-22   |
|Lia          |Vitali    |1971-06-21   |
|Ruth         |Montanari |1971-06-20   |
|Shaira       |Guerra    |1971-06-19   |
|Ione         |Caruso    |1971-06-19   |
|Modesto      |Martini   |1971-06-17   |
|Raniero      |Gatti     |1971-06-11   |
|Giulietta    |Ferri     |1971-06-09   |
